,C. sp X1,C. sp X2,C. sp X3,C. sp X4,C. sp X5,C. sp X6,C. sp X7,C. sp X8,C. sp X9,descriptions
PF04193,7,7,8,8,9,8,7,9,8,PQ loop repeat 
PF04194,1,1,1,1,1,1,1,1,1,"Programmed cell death protein 2, C-terminal putative domain "
PF04198,0,4,6,0,6,0,0,0,4,Putative sugar-binding domain
PF04199,1,6,17,3,19,1,3,10,8,Putative cyclase
PF04203,0,14,15,0,0,0,0,0,6,Sortase domain
PF04204,0,0,0,0,1,0,0,0,0,Homoserine O-succinyltransferase 
PF04209,0,2,3,0,4,0,2,3,0,"homogentisate 1,2-dioxygenase"
PF04212,2,2,2,2,2,2,2,2,2,MIT (microtubule interacting and transport) domain
PF04213,0,1,0,0,0,0,0,0,0,Htaa
PF04214,0,0,0,0,1,0,0,0,0,"Protein of unknown function, DUF"
PF04218,1,1,1,1,2,1,2,2,1,CENP-B N-terminal DNA-binding domain
PF04221,0,0,1,0,0,0,0,1,0,RelB antitoxin
PF04224,0,0,0,0,4,0,0,0,0,"Protein of unknown function, DUF417"
PF04226,0,3,6,0,6,0,1,5,0,Transglycosylase associated protein
PF04227,1,1,3,1,2,1,1,1,3,Indigoidine synthase A like protein
PF04228,0,4,3,0,5,0,1,3,2,Putative neutral zinc metallopeptidase
PF04229,0,2,3,0,2,0,0,0,3,GrpB protein
PF04230,0,0,3,0,7,0,0,0,2,Polysaccharide pyruvyl transferase
PF04231,0,0,0,0,0,0,1,0,0,Endonuclease I
PF04233,0,0,0,0,1,0,0,0,0,Phage Mu protein F like protein
PF04234,0,3,4,0,4,0,0,0,3,CopC domain
PF04235,0,2,5,0,2,0,0,2,1,Protein of unknown function (DUF418)
PF04237,0,4,1,0,0,0,0,0,0,YjbR
PF04239,0,2,0,0,2,0,0,0,0,Protein of unknown function (DUF421)
PF04240,0,3,3,0,0,0,0,0,2,Carotenoid biosynthesis protein
PF04241,0,0,1,0,4,0,1,1,0,Protein of unknown function (DUF423)
PF04244,0,2,4,0,7,0,1,4,2,Deoxyribodipyrimidine photo-lyase-related protein
PF04245,0,0,0,0,1,0,0,0,0,37-kD nucleoid-associated bacterial protein
PF04248,3,11,13,3,12,2,4,4,7,Domain of unknown function (DUF427)
PF04250,0,1,2,0,0,0,0,0,0,Protein of unknown function (DUF429)
PF04252,1,1,1,1,1,1,1,1,1,Predicted SAM-dependent RNA methyltransferase
PF04253,2,3,2,2,2,2,2,2,2,Transferrin receptor-like dimerisation domain
PF04255,0,2,7,0,5,0,1,5,1,Protein of unknown function (DUF433)
PF04257,0,2,1,0,0,0,0,0,0,"Exodeoxyribonuclease V, gamma subunit "
PF04258,1,1,1,1,1,1,1,1,1,Signal peptide peptidase
PF04261,0,3,2,0,0,0,0,0,2,Dyp-type peroxidase family 
PF04263,1,1,2,1,1,1,1,1,1,"Thiamin pyrophosphokinase, catalytic domain"
PF04264,0,5,5,0,5,0,1,4,2,YceI-like domain
PF04265,1,1,2,1,1,1,1,1,1,"Thiamin pyrophosphokinase, vitamin B1 binding domain"
PF04266,0,4,5,0,1,0,0,0,3,ASCH domain
PF04267,0,0,0,0,1,0,0,0,0,"Sarcosine oxidase, delta subunit family "
PF04268,0,0,2,0,3,0,0,0,1,"Sarcosine oxidase, gamma subunit family "
PF04273,0,0,1,0,1,0,0,5,1,Putative phosphatase (DUF442)
PF04278,0,0,0,0,0,0,0,0,1,Tic22-like family
PF04279,0,0,2,0,2,0,1,5,0,Intracellular septation protein A 
PF04280,1,1,4,1,11,1,2,5,2,Tim44-like domain
PF04281,1,1,1,1,1,1,1,1,1,Mitochondrial import receptor subunit Tom22 
PF04285,0,0,1,0,3,0,0,0,0,Protein of unknown function (DUF444)
PF04286,0,1,3,0,8,0,1,3,1,Protein of unknown function (DUF445)
PF04290,0,3,7,0,34,0,0,2,0,"Tripartite ATP-independent periplasmic transporters, DctQ component"
PF04293,0,0,1,0,3,0,0,0,0,SpoVR like protein
PF04294,0,1,3,0,0,0,0,0,2,VanW like protein
PF04295,0,0,3,0,7,0,0,2,0,"D-galactarate dehydratase / Altronate hydrolase, C terminus"
PF04296,0,1,3,0,5,0,1,3,0,Protein of unknown function (DUF448)
PF04298,0,0,1,0,0,0,0,0,0,Putative neutral zinc metallopeptidase
PF04299,0,0,3,0,9,0,2,0,1,Putative FMN-binding domain
PF04303,0,1,1,0,2,0,0,0,0,PrpF protein
PF04305,0,0,1,0,0,0,0,0,0,Protein of unknown function (DUF455)
PF04306,0,1,1,0,0,0,0,0,0,Protein of unknown function (DUF456)
PF04307,0,2,4,0,3,0,0,2,1,"LexA-binding, inner membrane-associated putative hydrolase"
PF04311,0,0,1,0,0,0,0,0,0,Protein of unknown function (DUF459)
PF04313,0,0,1,0,2,0,0,0,1,Type I restriction enzyme R protein N terminus (HSDR_N)
PF04314,0,0,1,0,4,0,1,3,0,Copper chaperone PCu(A)C
PF04317,0,0,0,0,6,0,0,1,0,"YcjX-like family, DUF463"
PF04321,11,38,55,9,94,9,17,38,33,RmlD substrate binding domain
PF04324,1,5,3,1,10,1,1,1,1,BFD-like [2Fe-2S] binding domain
PF04325,0,0,1,0,6,0,0,1,0,Protein of unknown function (DUF465)
PF04326,0,3,3,0,3,0,0,1,1,Putative DNA-binding domain
PF04328,0,0,1,0,0,0,0,0,0,"Selenoprotein, putative "
PF04332,0,0,1,0,1,0,0,1,0,Protein of unknown function (DUF475)
PF04333,0,0,4,0,10,0,1,6,0,MlaA lipoprotein
PF04335,0,0,3,0,16,0,3,2,0,VirB8 protein
PF04338,0,0,1,0,1,0,1,1,0,"Protein of unknown function, DUF481"
PF04339,0,0,3,0,7,0,1,2,1,Peptidogalycan biosysnthesis/recognition
PF04340,0,0,0,0,3,0,0,1,0,"Protein of unknown function, DUF484"
PF04341,0,1,3,0,3,0,0,0,2,"Protein of unknown function, DUF485"
PF04342,0,0,0,0,2,0,0,1,0,Putative member of DMT superfamily (DUF486)
PF04343,0,1,3,0,2,0,0,1,0,"Protein of unknown function, DUF488"
PF04347,0,1,2,0,1,0,0,2,1,"Flagellar biosynthesis protein, FliO"
PF04348,0,0,1,0,0,0,1,2,0,LppC putative lipoprotein
PF04349,0,0,0,0,5,0,0,1,0,"Periplasmic glucan biosynthesis protein, MdoG"
PF04350,0,0,1,0,0,0,0,0,0,"Pilus assembly protein, PilO"
PF04352,0,0,1,0,3,0,0,0,0,ProQ/FINO family
PF04355,0,0,1,0,6,0,1,2,0,SmpA / OmlA family
PF04357,0,0,2,0,10,0,1,3,1,"TamB, inner membrane protein subunit of TAM complex"
PF04364,0,0,1,0,6,0,1,3,0,"DNA polymerase III chi subunit, HolC"
PF04365,0,0,4,0,4,0,3,4,1,"Ribonuclease toxin, BrnT, of type II toxin-antitoxin system"
PF04366,2,2,3,2,9,2,2,4,2,Las17-binding protein actin regulator
PF04367,0,0,0,0,1,0,0,0,0,Protein of unknown function (DUF502)
PF04371,0,1,1,0,2,0,1,2,0,Porphyromonas-type peptidyl-arginine deiminase
PF04376,0,0,2,0,6,0,1,3,1,"Arginine-tRNA-protein transferase, N terminus"
PF04377,1,1,3,1,7,1,2,4,1,"Arginine-tRNA-protein transferase, C terminus"
PF04378,0,0,1,0,5,0,0,0,0,"Ribosomal RNA large subunit methyltransferase D, RlmJ"
PF04379,0,0,3,0,5,0,0,3,0,ApaG domain 
PF04380,0,0,1,0,6,0,1,3,0,Membrane fusogenic activity
PF04383,0,0,0,0,2,0,0,0,1,KilA-N domain
PF04386,0,0,2,0,6,0,1,3,0,Stringent starvation protein B
PF04387,1,1,1,1,1,0,1,1,1,"Protein tyrosine phosphatase-like protein, PTPLA"
PF04389,8,15,22,8,26,8,17,23,16,Peptidase family M28
PF04390,0,0,1,0,4,0,1,4,0,Lipopolysaccharide-assembly
PF04391,0,0,2,0,6,0,0,1,0,Protein of unknown function (DUF533)
PF04392,0,0,0,0,4,0,0,0,1,ABC transporter substrate binding protein
PF04397,0,1,3,0,3,0,1,4,0,LytTr DNA-binding domain
PF04402,0,1,3,0,3,0,2,3,2,Protein of unknown function (DUF541)
PF04403,0,0,1,0,3,0,0,1,0,Paraquat-inducible protein A
PF04404,0,0,0,0,7,0,0,0,0,ERF superfamily
PF04406,1,1,1,1,1,1,1,1,1,Type IIB DNA topoisomerase
PF04408,11,14,13,11,13,10,12,11,14,Helicase associated domain (HA2)
PF04410,2,2,2,2,2,2,2,2,2,Gar1/Naf1 RNA binding region
PF04412,0,0,2,0,3,0,0,0,0,Protein of unknown function (DUF521)
PF04413,0,0,0,0,6,0,0,1,0,3-Deoxy-D-manno-octulosonic-acid transferase (kdotransferase)
PF04417,0,2,1,0,0,0,0,0,2,Protein of unknown function (DUF501)
PF04418,1,1,1,0,1,0,1,1,1,Domain of unknown function (DUF543)
PF04420,1,1,1,1,1,1,1,1,1,CHD5-like protein
PF04422,0,0,1,0,2,0,0,0,1,"Coenzyme F420 hydrogenase/dehydrogenase, beta subunit N-term"
PF04423,0,0,0,0,1,0,0,0,1,Rad50 zinc hook motif
PF04424,1,1,1,1,1,1,1,1,1,MINDY deubiquitinase
PF04427,5,5,5,5,5,5,5,5,5,Brix domain
PF04428,1,1,1,1,1,1,1,1,2,Choline kinase N terminus
PF04430,1,1,2,1,3,1,2,3,2,Protein of unknown function (DUF498/DUF598)
PF04432,0,0,1,0,2,0,0,0,1,"Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C terminus"
PF04433,3,4,3,4,3,4,4,4,4,SWIRM domain
PF04434,0,3,1,0,1,1,1,1,4,SWIM zinc finger
PF04437,1,1,1,1,1,1,0,1,1,RINT-1 / TIP-1 family
PF04438,2,2,0,0,2,2,2,1,2,HIT zinc finger
PF04439,0,1,1,0,0,0,0,0,0,Streptomycin adenylyltransferase
PF04442,1,1,3,1,7,1,2,5,1,Cytochrome c oxidase assembly protein CtaG/Cox11
PF04444,1,1,4,1,9,1,1,2,1,Catechol dioxygenase N terminus
PF04446,1,2,1,1,1,1,1,1,0,tRNAHis guanylyltransferase
PF04450,1,1,1,1,1,1,0,1,0,Peptidase of plants and bacteria
PF04452,0,2,2,0,4,0,1,4,0,RNA methyltransferase
PF04453,0,0,2,0,6,0,1,3,0,LPS transport system D
PF04454,0,1,0,0,0,0,0,0,0,Encapsulating protein for peroxidase
PF04455,0,0,0,0,1,0,0,0,1,LOR/SDH bifunctional enzyme conserved region 
PF04456,0,2,1,0,0,0,0,0,1,Protein of unknown function (DUF503)
PF04457,1,1,1,1,1,1,1,1,1,MJ1316 RNA cyclic group end recognition domain
PF04459,0,0,0,0,0,0,0,0,1,Protein of unknown function (DUF512)
PF04461,0,2,1,0,1,0,0,0,3,Protein of unknown function (DUF520)
PF04463,0,0,0,0,0,0,1,0,0,Protein of unknown function (DUF523)
PF04464,0,2,2,0,1,0,0,0,1,CDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase 
PF04468,1,1,1,1,1,1,1,1,1,PSP1 C-terminal conserved region
PF04471,1,4,3,1,5,1,3,4,2,Restriction endonuclease
PF04472,0,4,1,0,1,0,0,0,2,Cell division protein SepF
PF04474,0,0,1,0,0,0,0,0,2,Protein of unknown function (DUF554)
PF04479,7,7,8,8,8,8,7,8,7,RTA1 like protein
PF04480,0,1,7,0,1,0,3,4,3,Protein of unknown function (DUF559)
PF04481,0,0,0,0,0,0,0,0,1,Protein of unknown function (DUF561)
PF04488,4,3,4,4,7,4,4,3,4,Glycosyltransferase sugar-binding region containing DXD motif   
PF04493,0,0,1,0,4,0,0,0,0,Endonuclease V
PF04494,1,1,1,1,1,1,1,1,1,"WD40 associated region in TFIID subunit, NTD2 domain"
PF04495,1,1,1,1,1,1,1,1,1,GRASP55/65 PDZ-like domain 
PF04499,1,1,1,1,1,1,1,1,1,SIT4 phosphatase-associated protein
PF04502,2,2,2,2,2,2,2,2,2,Family of unknown function (DUF572) 
PF04506,1,1,1,1,1,1,1,1,1,Rft protein
PF04509,0,1,0,0,0,0,0,0,0,CheC-like family
PF04511,2,2,2,2,1,2,1,1,2,Der1-like family
PF04515,2,2,2,2,2,2,2,2,2,Plasma-membrane choline transporter
PF04516,1,1,1,1,1,1,1,1,1,CP2 transcription factor
PF04519,0,0,1,0,5,0,0,3,0,Polymer-forming cytoskeletal
PF04525,1,0,0,0,0,1,0,1,0,LURP-one-related
PF04536,0,1,3,0,2,0,0,1,4,TPM domain
PF04539,0,24,24,0,13,0,1,3,13,Sigma-70 region 3
PF04542,0,81,85,0,59,0,11,16,45,Sigma-70 region 2 
PF04545,0,52,58,0,37,0,4,8,33,"Sigma-70, region 4"
PF04546,0,0,2,0,8,0,1,3,0,"Sigma-70, non-essential region"
PF04547,1,1,1,1,1,1,1,1,1,Calcium-activated chloride channel
PF04548,1,0,0,0,1,0,0,0,1,AIG1 family
PF04551,0,3,3,0,6,0,1,3,3,GcpE protein
PF04552,0,0,2,0,4,0,1,4,0,"Sigma-54, DNA binding domain"
PF04555,0,0,0,0,0,0,0,0,1,Restriction endonuclease XhoI
PF04560,3,7,7,3,10,3,3,7,5,"RNA polymerase Rpb2, domain 7"
PF04561,3,7,6,3,8,3,3,4,5,"RNA polymerase Rpb2, domain 2"
PF04563,3,7,7,3,10,3,3,7,5,RNA polymerase beta subunit
PF04564,2,2,2,2,2,2,2,2,2,U-box domain
PF04565,3,7,7,3,10,3,3,7,5,"RNA polymerase Rpb2, domain 3"
PF04566,2,2,2,2,2,2,2,2,2,"RNA polymerase Rpb2, domain 4"
PF04567,2,2,2,2,2,2,2,2,2,"RNA polymerase Rpb2, domain 5"
PF04568,1,1,1,1,1,1,1,1,1,"Mitochondrial ATPase inhibitor, IATP"
PF04571,1,1,1,0,0,1,1,0,1,"lipin, N-terminal conserved region"
PF04572,0,0,0,0,2,0,0,0,0,"Alpha 1,4-glycosyltransferase conserved region"
PF04573,1,1,1,1,1,1,1,1,1,Signal peptidase subunit
PF04575,0,0,0,0,2,0,0,2,0,Protein of unknown function (DUF560)
PF04577,0,0,0,0,3,0,0,0,1,Protein of unknown function (DUF563)
PF04586,0,1,1,0,5,0,0,1,0,Caudovirus prohead serine protease 
PF04587,0,0,0,0,1,0,0,0,0,ADP-specific Phosphofructokinase/Glucokinase conserved region
PF04588,2,2,4,2,7,2,3,5,2,Hypoxia induced protein conserved region
PF04597,1,1,1,1,1,1,1,1,1,Ribophorin I
PF04602,0,0,1,0,0,0,0,0,2,Mycobacterial cell wall arabinan synthesis protein
PF04603,1,1,1,1,1,1,1,1,1,Ran-interacting Mog1 protein
PF04607,0,8,9,2,8,0,1,4,4,Region found in RelA / SpoT proteins
PF04608,0,0,2,0,3,0,0,0,0,Phosphatidylglycerophosphatase A
PF04610,0,0,3,0,15,0,3,2,0,TrbL/VirB6 plasmid conjugal transfer protein
PF04612,0,0,1,0,1,0,1,2,0,"Type II secretion system (T2SS), protein M"
PF04613,0,0,0,0,4,0,0,1,0,"UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase, LpxD  "
PF04614,1,1,1,1,1,1,1,1,1,Pex19 protein family
PF04615,1,1,1,1,1,1,1,1,1,Utp14 protein
PF04616,1,4,5,1,12,2,3,4,4,Glycosyl hydrolases family 43
PF04627,1,1,1,1,1,1,1,1,1,Mitochondrial ATP synthase epsilon chain
PF04628,3,3,3,3,3,3,1,3,3,"Sedlin, N-terminal conserved region"
PF04632,0,0,0,0,1,0,0,0,0,Fusaric acid resistance protein family
PF04641,1,1,1,1,1,1,1,1,1,Rtf2 RING-finger
PF04652,1,1,1,1,1,1,1,1,1,Vta1 like
PF04654,0,0,0,0,5,0,0,1,0,"Protein of unknown function, DUF599"
PF04655,0,5,4,0,2,0,0,0,3,Aminoglycoside/hydroxyurea antibiotic resistance kinase
PF04657,0,5,2,0,5,0,1,2,1,"Putative inner membrane exporter, YdcZ "
PF04658,1,1,1,1,1,1,1,1,1,TAFII55 protein conserved region
PF04664,1,1,1,1,1,1,1,1,1,Opioid growth factor receptor (OGFr) conserved region
PF04666,0,0,0,0,1,0,1,0,0,N-Acetylglucosaminyltransferase-IV (GnT-IV) conserved region
PF04667,1,1,1,1,1,1,1,1,1,cAMP-regulated phosphoprotein/endosulfine conserved region
PF04669,1,1,1,1,1,1,1,1,1,Polysaccharide biosynthesis
PF04670,9,9,9,9,8,7,10,12,10,Gtr1/RagA G protein conserved region
PF04673,0,0,0,0,0,0,0,0,3,Polyketide synthesis cyclase
PF04675,4,4,4,4,5,4,5,5,4,DNA ligase N terminus
PF04676,2,2,2,2,2,2,2,2,2,Protein similar to CwfJ C-terminus 2
PF04677,3,4,3,2,2,2,2,2,3,Protein similar to CwfJ C-terminus 1
PF04678,1,1,1,1,1,1,1,1,1,Mitochondrial calcium uniporter
PF04679,3,12,7,3,8,3,4,6,5,ATP dependent DNA ligase C terminal region        
PF04683,1,1,1,1,1,1,1,1,1,Proteasome complex subunit Rpn13 ubiquitin receptor
PF04685,0,0,0,0,0,0,0,0,1,"Glycosyl-hydrolase family 116, catalytic region"
PF04686,0,0,1,0,0,0,0,0,1,"Streptomyces sporulation and cell division protein, SsgA"
PF04687,1,1,1,1,1,1,1,1,1,Microvirus H protein (pilot protein)
PF04695,2,2,2,2,2,2,2,2,2,Peroxisomal membrane anchor protein (Pex14p) conserved region
PF04696,1,1,1,1,1,1,1,1,1,pinin/SDK/memA/ protein conserved region
PF04699,1,0,1,1,1,1,0,0,1,ARP2/3 complex 16 kDa subunit (p16-Arc)
PF04703,0,0,1,0,0,0,0,0,0,FaeA-like protein
PF04707,2,2,2,2,2,2,2,2,2,PRELI-like family
PF04715,2,6,8,2,12,2,3,5,7,"Anthranilate synthase component I, N terminal region"
PF04716,1,1,1,1,1,1,1,1,1,ETC complex I subunit conserved region
PF04717,0,0,0,0,1,0,0,0,0,"Type VI secretion system, phage-baseplate injector"
PF04718,0,0,0,0,0,1,0,0,0,Mitochondrial ATP synthase g subunit
PF04719,1,1,1,1,1,1,1,1,1,hTAFII28-like protein conserved region
PF04722,1,1,1,1,1,1,1,1,1,Ssu72-like protein
PF04724,0,1,0,0,0,1,1,0,1,Glycosyltransferase family 17
PF04727,1,1,1,1,1,1,1,1,1,ELMO/CED-12 family
PF04729,1,1,1,1,1,1,1,1,1,ASF1 like histone chaperone
PF04733,1,1,1,1,1,1,1,1,1,Coatomer epsilon subunit
PF04734,1,1,1,1,1,1,1,1,1,"Neutral/alkaline non-lysosomal ceramidase, N-terminal"
PF04739,1,1,1,1,1,1,1,1,1,"5'-AMP-activated protein kinase beta subunit, interaction domain"
PF04748,0,0,0,0,6,0,0,1,0,Divergent polysaccharide deacetylase
PF04749,1,1,0,1,1,1,1,1,1,PLAC8 family
PF04750,1,1,1,1,1,1,1,1,1,FAR-17a/AIG1-like protein
PF04752,1,1,2,0,5,0,1,2,0,ChaC-like protein
PF04755,0,0,0,0,0,0,0,0,1,PAP_fibrillin
PF04756,1,1,1,1,1,1,1,1,2,"OST3 / OST6 family, transporter family"
PF04757,3,3,3,3,3,3,3,3,3,Pex2 / Pex12 amino terminal region
PF04760,1,5,6,1,8,1,2,1,3,"Translation initiation factor IF-2, N-terminal region"
PF04768,2,2,2,2,2,2,2,2,2,"NAT, N-acetyltransferase, of N-acetylglutamate synthase"
PF04769,1,0,0,1,0,0,1,1,0,Mating-type protein MAT alpha 1 HMG-box
PF04773,0,0,1,0,2,0,1,2,0,FecR protein
PF04775,0,0,2,0,0,0,0,0,0,Acyl-CoA thioester hydrolase/BAAT N-terminal region
PF04777,2,2,2,1,1,2,1,2,2,Erv1 / Alr family
PF04784,0,0,0,0,4,0,0,0,0,"Protein of unknown function, DUF547"
PF04791,1,2,2,2,2,2,2,2,2,LMBR1-like membrane protein
PF04794,0,0,0,0,4,0,0,0,0,YdjC-like protein
PF04795,1,1,1,1,1,1,1,1,1,PAPA-1-like conserved region
PF04796,0,3,10,0,21,0,10,5,0,Plasmid encoded RepA protein
PF04800,0,0,2,1,8,1,1,4,1,ETC complex I subunit conserved region
PF04801,1,1,1,1,1,1,1,1,1,Sin-like protein conserved region
PF04802,1,1,1,1,1,1,1,1,1,Component of IIS longevity pathway SMK-1
PF04810,3,3,3,3,3,2,3,3,3,Sec23/Sec24 zinc finger
PF04811,3,3,3,3,3,3,3,3,3,Sec23/Sec24 trunk domain
PF04815,3,3,3,3,3,3,3,3,3,Sec23/Sec24 helical domain
PF04818,3,2,3,2,2,2,2,2,2,RNA polymerase II-binding domain.
PF04820,0,1,7,0,15,0,6,9,0,Tryptophan halogenase
PF04821,1,1,1,1,1,1,1,1,1,Timeless protein
PF04824,2,2,1,2,1,3,2,1,1,Conserved region of Rad21 / Rec8 like protein
PF04825,2,3,2,3,2,3,2,2,2,N terminus of Rad21 / Rec8 like protein
PF04826,1,1,1,1,1,1,1,1,1,Armadillo-like
PF04828,7,9,14,8,22,8,9,14,7,Glutathione-dependent formaldehyde-activating enzyme
PF04832,0,0,1,0,4,0,0,0,0,SOUL heme-binding protein
PF04839,0,0,0,0,1,0,0,0,1,Plastid and cyanobacterial ribosomal protein (PSRP-3 / Ycf65)
PF04840,1,1,1,1,1,1,1,1,1,"Vps16, C-terminal region"
PF04841,1,1,1,1,1,1,1,1,1,"Vps16, N-terminal region"
PF04847,1,1,1,1,1,1,1,1,1,Calcipressin
PF04851,39,67,84,42,108,45,54,63,86,"Type III restriction enzyme, res subunit"
PF04854,0,0,1,0,0,0,0,0,0,"Protein of unknown function, DUF624"
PF04855,2,2,2,2,2,2,2,2,2,SNF5 / SMARCB1 / INI1
PF04857,1,1,1,1,1,1,1,1,1,CAF1 family ribonuclease
PF04860,0,2,1,0,4,0,1,4,0,Phage portal protein
PF04862,0,0,0,0,1,0,0,0,0,Protein of unknown function (DUF642)
PF04865,0,0,0,0,1,0,0,0,0,Baseplate J-like protein
PF04869,1,1,1,1,1,1,1,1,1,"Uso1 / p115 like vesicle tethering protein, head region"
PF04871,1,1,1,1,1,1,1,1,1,"Uso1 / p115 like vesicle tethering protein, C terminal region"
PF04874,1,1,1,1,1,1,1,1,2,Mak16 protein C-terminal region
PF04879,0,5,7,0,10,0,0,2,3,Molybdopterin oxidoreductase Fe4S4 domain
PF04880,1,1,1,1,1,1,1,1,1,"NUDE protein, C-terminal conserved region"
PF04882,1,1,1,1,1,1,1,1,1,Peroxin-3
PF04884,1,1,1,1,1,1,1,1,1,Vitamin B6 photo-protection and homoeostasis
PF04889,1,1,1,1,1,1,1,1,1,Cwf15/Cwc15 cell cycle control protein
PF04892,0,3,0,0,0,0,0,0,0,VanZ like family 
PF04893,2,1,5,2,3,2,1,2,1,Yip1 domain
PF04898,1,4,5,1,8,1,2,4,4,Glutamate synthase central domain
PF04900,2,2,2,2,2,2,2,2,2,Fcf1
PF04909,3,12,18,2,35,4,7,9,8,Amidohydrolase
PF04910,1,1,1,1,1,1,1,1,1,Transcriptional repressor TCF25
PF04912,1,1,1,1,1,1,1,1,1,Dynamitin 
PF04921,1,1,1,1,1,1,1,1,1,"XAP5, circadian clock regulator"
PF04922,1,1,1,1,1,1,1,1,1,DIE2/ALG10 family
PF04926,1,1,1,1,1,1,1,1,1,Poly(A) polymerase predicted RNA binding domain
PF04927,1,1,1,1,1,1,1,1,1,Seed maturation protein
PF04928,1,1,1,1,1,1,1,1,1,Poly(A) polymerase central domain
PF04930,1,0,0,1,1,1,0,0,1,FUN14 family
PF04931,1,1,1,1,1,1,1,0,1,DNA polymerase phi
PF04932,0,8,14,0,17,0,2,7,3,O-Antigen ligase
PF04934,1,1,1,1,1,1,1,1,2,MED6 mediator sub complex component
PF04935,1,1,1,1,1,1,1,1,1,Surfeit locus protein 6
PF04938,1,1,1,0,0,1,1,1,1,Survival motor neuron (SMN) interacting protein 1 (SIP1)
PF04939,1,1,1,1,1,1,1,1,1,Ribosome biogenesis regulatory protein (RRS1)
PF04940,0,0,3,0,13,0,1,3,0,Sensors of blue-light using FAD
PF04945,0,0,0,0,1,0,0,0,1,YHS domain
PF04950,2,2,2,2,2,2,2,2,2,40S ribosome biogenesis protein Tsr1 and BMS1 C-terminal
PF04951,0,0,1,0,1,0,0,0,1,D-aminopeptidase
PF04952,0,0,1,0,7,0,0,0,0,Succinylglutamate desuccinylase / Aspartoacylase family
PF04954,0,4,1,0,0,0,0,1,1,Siderophore-interacting protein
PF04955,0,0,0,0,1,0,0,1,0,HupE / UreJ protein
PF04956,0,0,1,0,5,0,3,2,0,TrbC/VIRB2 family
PF04958,0,0,1,0,1,0,1,3,0,Arginine N-succinyltransferase beta subunit
PF04959,1,0,1,1,0,1,1,1,1,Arsenite-resistance protein 2
PF04960,0,1,2,0,3,0,1,2,1,Glutaminase
PF04961,0,1,0,0,0,0,0,0,0,Formiminotransferase-cyclodeaminase
PF04962,0,1,1,0,4,0,0,0,3,KduI/IolB family
PF04963,0,0,2,0,4,0,1,4,0,"Sigma-54 factor, core binding domain"
PF04964,0,2,2,0,3,0,1,2,0,Flp/Fap pilin component
PF04965,0,0,0,0,3,0,0,0,0,Gene 25-like lysozyme
PF04966,0,0,1,0,19,0,0,4,17,"Carbohydrate-selective porin, OprB family"
PF04968,1,0,1,1,0,1,1,1,1,CHORD 
PF04969,4,4,4,4,4,4,4,4,4,CS domain
PF04970,1,0,0,0,0,0,0,0,0,Lecithin retinol acyltransferase
PF04972,0,1,3,0,20,0,1,0,0,BON domain
PF04973,0,1,1,0,1,0,0,0,1,Nicotinamide mononucleotide transporter
PF04976,0,0,0,0,2,0,0,0,0,DMSO reductase anchor subunit (DmsC)
PF04977,0,4,3,0,5,0,1,2,1,Septum formation initiator
PF04978,0,8,5,0,1,0,0,1,3,Protein of unknown function (DUF664)
PF04979,1,1,1,1,1,1,1,1,1,Protein phosphatase inhibitor 2 (IPP-2)
PF04981,1,1,1,1,1,1,1,1,1,NMD3 family 
PF04982,1,0,1,0,3,1,1,1,1,HPP family
PF04983,3,7,7,3,7,3,4,7,6,"RNA polymerase Rpb1, domain 3"
PF04987,1,1,1,1,1,1,1,1,1,Phosphatidylinositolglycan class N (PIG-N)
PF04990,1,1,1,1,1,1,1,1,1,"RNA polymerase Rpb1, domain 7"
PF04991,0,0,0,1,0,0,1,1,0,LicD family
PF04992,1,1,1,1,1,1,1,1,1,"RNA polymerase Rpb1, domain 6"
PF04993,0,2,2,0,3,0,1,2,0,TfoX N-terminal domain
PF04996,0,0,1,0,1,0,1,3,0,Succinylarginine dihydrolase
PF04997,3,7,7,3,7,3,4,7,6,"RNA polymerase Rpb1, domain 1"
PF04998,3,7,7,3,7,3,4,7,6,"RNA polymerase Rpb1, domain 5"
PF05000,3,7,7,3,7,3,4,7,6,"RNA polymerase Rpb1, domain 4"
PF05001,1,1,1,1,0,1,1,1,1,RNA polymerase Rpb1 C-terminal repeat 
PF05002,1,1,1,1,1,1,1,1,1,SGS domain 
PF05004,1,1,1,1,1,1,1,1,1,Interferon-related developmental regulator (IFRD)
PF05007,1,1,1,1,1,1,1,1,1,Mannosyltransferase (PIG-M)
PF05008,1,1,1,1,1,1,1,1,1,Vesicle transport v-SNARE protein N-terminus
PF05011,1,1,1,1,1,1,1,1,1,"Lariat debranching enzyme, C-terminal domain"
PF05013,0,0,3,0,11,0,1,3,1,N-formylglutamate amidohydrolase
PF05014,0,0,0,0,4,0,0,2,0,Nucleoside 2-deoxyribosyltransferase
PF05015,0,0,4,0,5,0,0,5,2,RelE-like toxin of type II toxin-antitoxin system HigB
PF05016,0,2,9,0,17,0,6,9,5,"ParE toxin of type II toxin-antitoxin system, parDE"
PF05019,1,1,1,1,1,1,2,1,1,Coenzyme Q (ubiquinone) biosynthesis protein Coq4
PF05020,1,1,1,1,1,1,1,1,1,"NPL4 family, putative zinc binding region"
PF05021,1,1,1,1,1,1,1,1,1,NPL4 family
